chrysoprasus  1
sardonyx  1
chalcedony  1
omnipotent  1
alleluia  4
harping  1
jacinth  2
stings  1
inhabiters  2
vials  5
eyesalve  1
lukewarm  1
balac  1
antipas  1
pergamos  2
smyrna  2
patmos  1
murmurers  1
biddeth  1
overcometh  11
antichrists  1
dignities  2
slumbereth  1
banquetings  1
thankworthy  1
speakings  1
motheaten  1
boastings  1
tamed  2
bridleth  1
variableness  1
tempteth  1
wavereth  1
upbraideth  1
acceptably  1
goatskins  1
jephthae  1
gedeon  1
faultless  2
unchangeable  1
melchisedec  9
limiteth  1
crownedst  1
apphia  1
philemon  4
brawlers  1
purloining  1
gainsayers  1
selfwilled  2
envies  1
nero  1
greeteth  1
eubulus  1
seducers  1
heady  1
incontinent  1
philetus  1
masteries  1
entangleth  1
onesiphorus  2
hermogenes  1
pacatiana  1
surmisings  1
tattlers  1
presbytery  1
seducing  1
slanderers  1
usurp  1
broided  1
sobriety  2
shamefacedness  1
godliness  15
intercessions  1
persecutor  1
blasphemer  1
perjured  1
menstealers  1
whoremongers  3
prophesyings  1
archippus  2
nymphas  1
hierapolis  1
fellowprisoner  2
onesimus  4
humbleness  1
beguile  2
acknowledgement  1
unreproveable  1
unblameable  2
epaphras  3
colosse  1
syntyche  1
ensample  3
concision  1
disputings  2
furtherance  2
philippians  7
eyeservice  2
nurture  1
nourisheth  1
sweetsmelling  1
compacted  1
fellowheirs  1
predestinated  2
euodias  1
seditions  1
travailest  1
freewoman  3
compellest  1
reprobates  3
backbitings  1
wraths  1
envyings  2
revelations  2
damascenes  1
whereinsoever  1
abasing  1
unspeakable  3
supplieth  2
bountifulness  1
ministereth  2
forwardness  2
intreaty  1
joyed  1
watchings  2
imprisonments  1
untaken  1
overcharge  1
silvanus  4
maranatha  1
anathema  1
incorruption  4
occupieth  1
signification  1
prophecies  2
hopeth  1
cymbal  1
healings  1
unworthily  2
supped  1
heresies  3
admonition  3
castaway  1
beateth  1
dispensation  4
edifieth  3
incontinency  1
abusers  1
effeminate  1
idolater  2
idolaters  4
fornicators  3
leaveneth  2
instructors  1
defamed  1
enticing  2
sanctification  5
disputer  1
stephanas  4
chloe  1
quartus  1
tertius  1
olympas  1
patrobas  1
asyncritus  1
persis  1
tryphosa  1
narcissus  1
stachys  1
urbane  1
amplias  1
andronicus  1
succourer  1
phebe  2
scourgings  1
strived  1
laud  1
likeminded  3
edify  3
chambering  1
resisteth  4
affectioned  1
dissimulation  2
renewing  2
conformable  1
graff  1
highminded  3
partakest  1
foreknew  1
sodoma  1
sabaoth  2
repliest  1
conformed  2
predestinate  2
groaneth  1
commendeth  4
slanderously  1
preachest  1
treasurest  1
despisest  1
covenantbreakers  1
uncorruptible  1
rhegium  1
pollux  1
wintered  1
flux  1
publius  2
aground  1
mainsail  1
abstinence  1
tackling  1
strake  1
clauda  1
lasea  1
salmone  1
crete  5
cnidus  1
myra  1
persuadest  1
soberness  1
bernice  3
agrippa  12
festus  13
nazarenes  1
principality  2
mover  1
tertullus  2
antipatris  1
lysias  3
revilest  1
scourging  1
centurions  3
ephesian  1
mnason  1
ptolemais  1
testifying  3
trogyllium  1
samos  1
mitylene  1
minding  1
assos  2
eutychus  1
trophimus  3
tychicus  7
implead  1
ephesians  12
demetrius  3
preacheth  3
exorcists  1
apollos  10
ephesus  17
sosthenes  2
achaia  11
gallio  3
corinthians  35
crispus  2
tentmakers  1
priscilla  5
aquila  6
consorted  1
apollonia  1
amphipolis  1
serjeants  2
macedonia  28
galatia  6
garlands  1
mercurius  1
lystra  6
pisidia  2
paulus  1
barjesus  1
sorcerer  2
manaen  1
lucius  2
quaternions  1
claudius  3
agabus  2
phenice  3
fourfooted  3
lodgeth  1
dorcas  2
tabitha  2
saron  1
persecutest  6
azotus  1
bewitched  3
havock  1
oracles  4
sina  2
diddest  1
emmor  1
sychem  2
cilicia  8
cyrenians  1
libertines  1
antioch  19
timon  1
nicanor  1
prochorus  1
believers  2
barnabas  29
untoward  1
foreknowledge  2
proselytes  2
pamphylia  5
phrygia  4
pontus  3
cappadocia  2
pentecost  3
justus  3
barsabas  2
companied  1
aceldama  1
fisher  1
remitted  1
rabboni  1
outrun  1
seam  1
cedron  1
perdition  8
needest  1
purgeth  1
comfortless  1
sop  4
rejecteth  1
graveclothes  1
fellowdisciples  1
blasphemest  1
climbeth  1
steppeth  1
ascendeth  2
waterpot  1
salim  1
listeth  2
firkins  1
cana  4
messias  2
baptizest  1
behoved  2
cleopas  1
emmaus  1
blasphemously  1
surfeiting  1
thereinto  1
acceptest  1
layedst  1
spitted  1
extortioners  3
trow  1
receivedst  1
sumptuously  1
derided  2
stewardship  3
siloam  3
galilaeans  5
mite  1
unbelievers  4
approacheth  1
consisteth  1
divider  1
closets  1
ninevites  1
scorpion  2
cumbered  1
advantaged  1
stanched  1
